custID,age,region,job,marital,education,default,balance,housing,loan
C00673,49,West Midlands,self-employed,married,secondary,no,1,yes,no
C00674,29,North West,others,married,secondary,no,50,yes,no
C00675,31,West Midlands,management,single,tertiary,no,-201,yes,no
C00676,38,London,management,married,tertiary,no,452,yes,no
C00677,37,London,others,married,primary,no,250,yes,yes
C00678,35,London,technician,married,secondary,no,-152,yes,no
C00679,31,London,management,single,secondary,no,910,yes,no
C00680,41,North West,admin,married,secondary,no,0,yes,no
C00681,46,East of England,services,married,,no,93,yes,no
C00682,40,West Midlands,services,others,secondary,no,122,yes,no
C00683,29,North West,admin,married,secondary,no,212,yes,yes
C00684,49,West Midlands,admin,married,secondary,no,95,yes,no
C00685,42,South East,management,married,tertiary,no,0,yes,no
C00686,54,West Midlands,services,married,secondary,no,593,yes,no
C00687,40,West Midlands,management,single,tertiary,no,281,yes,no
C00688,53,North West,admin,married,secondary,no,284,yes,yes
C00689,49,North West,management,married,tertiary,no,107,yes,no
C00690,40,London,others,married,primary,yes,0,yes,no
C00691,29,London,student,single,secondary,no,1102,yes,no
C00692,36,West Midlands,others,married,primary,no,27,yes,no
C00693,37,London,technician,married,secondary,no,826,yes,no
C00695,36,South East,technician,married,secondary,no,428,yes,yes
C00696,44,South East,entrepreneur,married,tertiary,no,1897,yes,no
C00697,40,North West,admin,married,secondary,no,7,yes,no
C00698,49,London,others,married,secondary,no,30,yes,no
C00699,30,South East,technician,single,,no,-56,yes,no
C00701,24,London,services,single,secondary,no,90,yes,yes
C00702,46,South East,others,married,,no,466,yes,no
C00705,43,London,admin,single,secondary,no,-578,yes,no
C00706,40,London,others,others,primary,no,429,no,no
C00707,44,South East,technician,single,,no,91,yes,no
C00708,35,South East,technician,single,tertiary,no,263,yes,yes
C00710,33,East of England,others,married,secondary,no,433,yes,no
C00711,31,South East,admin,married,secondary,no,0,yes,yes
C00712,40,South East,others,others,secondary,no,0,yes,no
C00713,36,North West,entrepreneur,married,tertiary,no,145,yes,no
C00714,56,London,retired,others,primary,no,5,yes,no
C00715,40,South East,admin,single,,no,487,yes,no
C00716,41,South East,admin,others,secondary,no,374,yes,no
C00717,53,East of England,retired,married,secondary,no,352,yes,no
C00718,39,South East,others,married,secondary,no,706,yes,no
C00719,44,East of England,others,others,secondary,no,673,yes,no
C00721,54,South East,technician,others,secondary,no,97,yes,no
C00723,52,London,others,married,primary,no,67,yes,no
C00724,28,South East,admin,single,secondary,no,292,yes,no
C00725,36,South West,others,married,secondary,no,800,yes,no
C00726,60,South East,retired,married,primary,no,423,yes,no
C00727,42,London,services,others,secondary,no,64,yes,no
C00728,42,West Midlands,admin,married,secondary,no,117,yes,no
C00730,51,South East,others,others,primary,no,378,yes,no
C00731,49,North West,others,married,primary,no,230,yes,no
C00732,47,East of England,entrepreneur,married,,no,243,yes,no
C00733,37,London,others,married,secondary,no,213,yes,no
C00734,34,West Midlands,management,married,tertiary,no,122,yes,no
C00736,35,London,others,single,secondary,no,437,yes,yes
C00737,40,Yorkshire and the Humber,others,married,primary,no,-8,yes,no
C00740,35,South East,management,single,tertiary,no,640,yes,no
C00741,57,London,others,married,primary,no,188,yes,no
C00742,53,North West,management,married,tertiary,no,134,yes,no
C00743,41,East of England,others,married,primary,no,595,yes,no
C00744,57,West Midlands,others,married,,no,938,yes,no
C00746,43,North West,others,married,primary,no,1408,yes,no
C00747,56,South East,self-employed,married,,no,8,no,no
C00750,30,North West,management,married,tertiary,no,37,yes,no
C00751,30,South East,admin,single,secondary,no,134,yes,no
C00752,54,South East,others,married,secondary,no,295,yes,no
C00754,55,North West, ,married,tertiary,no,445,no,no
C00756,38,North West,domestic worker,married,secondary,no,0,yes,no
C00757,48,South East,admin,married,secondary,no,4365,yes,no
C00758,55,South East,domestic worker,others,tertiary,no,8047,yes,no
C00759,59,London,services,married,secondary,no,357,yes,yes
C00760,37,Yorkshire and the Humber,technician,married,secondary,no,-490,yes,no
C00761,33,London,others,others,secondary,no,70,no,no
C00762,44,Yorkshire and the Humber,others,married,primary,no,78,yes,no
C00765,42,East of England,technician,married,tertiary,no,278,yes,yes
C00766,51,South East,others,others,secondary,no,490,yes,no
C00767,44,West Midlands,admin,others,secondary,no,187,yes,no
C00772,50,London,others,married,primary,no,181,yes,no
C00774,39,South West,admin,married,secondary,no,23,yes,no
C00775,55,West Midlands,technician,single,tertiary,no,107,yes,no
C00777,42,London,others,married,secondary,no,193,yes,no
C00778,45,London,management,married,tertiary,no,120,yes,no
C00779,43,London,others,married,primary,no,-528,yes,no
C00780,42, ,admin,married,secondary,no,517,yes,no
C00781,30,West Midlands,admin,married,secondary,no,5,no,no
C00782,47,North West,others,married,secondary,no,1164,yes,no
C00784,38,West Midlands,technician,single,secondary,no,49,yes,no
C00787,32,North West,technician,others,secondary,no,244,yes,yes
C00789,29,West Midlands,student,single,tertiary,no,215,yes,no
C00792,44,East of England,others,married,primary,no,585,yes,no
C00793,40,London,retired,married,primary,no,473,yes,no
C00794,31,West Midlands,others,single,secondary,no,62,yes,no
C00795,46,London,self-employed,married,tertiary,no,2678,yes,no
C00796,43,South East,management,married,tertiary,no,167,yes,no
C00798,39,South East,management,married,tertiary,no,355,yes,no
C00799,30,London,others,others,secondary,no,292,yes,yes
C00801,29,South East,technician,married,secondary,no,9,no,no
C00802,40,North West,others,others,secondary,no,162,yes,no
C00803,36,North West,services,married,secondary,no,214,yes,no
C00804,37,London,others,single,secondary,no,277,yes,no
C00805,35,London,admin,married,secondary,no,0,no,no
C00807,47,East of England,services,married,primary,no,258,yes,no
C00808,31,South East,services,married,secondary,no,481,yes,no
C00809,56,North West,retired,single,primary,no,259,yes,no
C00810,57,West Midlands,technician,married,secondary,no,229,no,no
C00812,45,Yorkshire and the Humber,self-employed,others,secondary,no,-162,yes,no
C00813,47,East of England,others,married,,no,852,yes,no
C00815,57,North West,services,married,secondary,no,1,no,no
C00816,45,East of England,others,married,primary,no,113,yes,no
C00817,31,London,others,single,primary,no,506,yes,no
C00818,31,West Midlands,management,others,tertiary,no,0,yes,no
C00822,33,North West,services,married,secondary,no,470,yes,no
C00823,39,London,others,married,primary,no,1141,yes,no
C00824,33,West Midlands,others,single,primary,no,110,yes,no
C00825,34,London,services,married,secondary,no,351,yes,no
C00826,36,London,services,others,secondary,no,-337,yes,yes
C00827,37,South East,services,single,secondary,no,301,yes,no
C00828,35,London,others,married,secondary,no,613,yes,yes
C00829,55,South East,retired,married,secondary,no,119,yes,no
C00830,34,East of England,management,single,tertiary,no,1014,yes,no
C00831,40,West Midlands,management,others,tertiary,no,570,yes,no
C00832,42,South East,others,single,primary,no,22,yes,no
C00833,37,East of England,others,married,secondary,no,19,yes,no
C00834,42,North West,management,married,tertiary,no,449,yes,no
C00835,35,North West,technician,single,secondary,no,627,yes,no
C00836,44,North West,technician,others,secondary,no,-383,yes,no
C00837,30,North West,services,single,secondary,no,-202,yes,no
C00838,45,East of England,entrepreneur,married,secondary,no,79,yes,no
C00839,35,South East,others,single,,yes,-619,yes,no
C00840,36,North West,admin,others,secondary,no,0,yes,no
C00841,49,London,others,married,secondary,no,74,yes,no
C00842,31,London,others,single,secondary,no,1645,yes,no
C00843,31,South West,technician,single,secondary,no,171,yes,no
C00845,37,East of England,services,single,secondary,no,-228,yes,no
C00846,33,London,others,married,primary,no,833,yes,no
C00848,42,South East,services,married,secondary,no,-286,yes,no
C00849,56,South East,others,married,secondary,no,-236,yes,no
C00851,36,North East,services,single,secondary,no,398,yes,no
C00853,54,North West,management,married,tertiary,yes,-288,yes,yes
C00854,38, ,others,married,secondary,no,437,yes,no
C00856,47,South East,admin,single,secondary,no,691,yes,no
C00857,47,South East,others,married,secondary,no,450,yes,no
C00858,38,East of England,services,married,secondary,no,242,yes,no
C00859,40,South East,others,married,secondary,no,655,yes,no
C00860,33,South East,services,others,secondary,no,456,yes,yes
C00861,33,London,retired,married,secondary,no,192,no,no
C00862,53,South East,admin,others,,no,274,yes,no
C00863,37,London,services,married,primary,no,60,yes,no
C00864,40,South East,management,single,tertiary,no,1471,yes,no
C00865,37,West Midlands,others,married,primary,no,806,yes,no
C00866,35,North West,technician,married,secondary,no,137,yes,no
C00867,49,West Midlands,others,married,primary,no,4255,yes,no
C00868,26,West Midlands,others,single,secondary,no,28,yes,no
C00869,38, ,management,single,tertiary,no,783,yes,no
C00870,52,South East,self-employed,married,secondary,no,317,no,no
C00871,33,London,services,others,secondary,no,380,yes,no
C00873,32,London,others,married,secondary,no,0,yes,no
C00874,35,London,others,single,primary,no,127,yes,no
C00875,55,North West,management,others,tertiary,no,642,no,no
C00876,32,West Midlands,others,others,primary,no,550,yes,no
C00877,37,South East,others,single,,no,481,yes,no
C00878,45,Yorkshire and the Humber,others,married,secondary,no,179,yes,no
C00879,31,South East,technician,married,secondary,no,400,yes,no
C00880,38,London,admin,married,secondary,no,9,yes,no
C00882,38,West Midlands,others,married,secondary,no,309,yes,no
C00883,33,South East,domestic worker,married,tertiary,no,114,yes,yes
C00884,38,South West,others,married,primary,no,97,yes,no
C00885,37,South East,management,single,tertiary,yes,52,yes,no
C00886,29,London, ,married,tertiary,no,9,yes,no
C00887,42,North East,management,married,tertiary,no,306,yes,no
C00890,47,London,management,others,tertiary,no,520,no,yes
C00892,53,North West,services,others,primary,no,-338,yes,yes
C00893,31,West Midlands,services,married,tertiary,no,359,yes,yes
C00894,59,North West,others,married,secondary,no,235,yes,no
C00895,29,West Midlands,entrepreneur,married,primary,no,65,yes,yes
C00896,59,London,others,married,primary,no,266,yes,yes
C00897,44,East of England,others,married,primary,no,166,yes,no
C00899,49,North West,admin,married,secondary,no,379,yes,no
C00900,43,South West,others,married,secondary,no,194,yes,no
C00902,40,London,admin,married,secondary,no,2442,yes,yes
C00903,32,North West,services,married,secondary,no,0,yes,yes
C00904,47,West Midlands,admin,married,primary,no,223,yes,no
C00905,33,North West,management,married,tertiary,no,514,yes,no
C00906,35,South East,management,married,tertiary,no,310,yes,no
C00907,27,North West,services,single,secondary,no,0,yes,no
C00909,44,South East,retired,married,secondary,no,8865,no,no
C00910,43,London,self-employed,married,primary,no,77,yes,no
C00911,51,London,others,married,,no,43,yes,no
C00913,47,South East,management,others,tertiary,no,40,yes,no
C00915,57,South East,self-employed,married,primary,no,1178,yes,no
C00918,28,West Midlands,others,single,secondary,no,113,yes,no
C00922,41,London,technician,married,secondary,no,197,yes,no
C00924,30,North West,services,single,tertiary,no,630,yes,no
C00925,32,South East,others,married,secondary,no,-238,yes,no
C00926,30,West Midlands,management,single,tertiary,no,130,yes,no
C00927,35,London,services,married,secondary,no,45,no,no
C00929,52,South East,others,married,secondary,no,-114,yes,no
C00930,33,South East,admin,married,secondary,no,51,yes,yes
C00931,55,North West,retired,married,primary,no,-105,yes,yes
C00932,33,London,others,married,secondary,no,0,no,no
C00934,39,London,others,married,secondary,yes,-401,yes,no
C00935,54,West Midlands,others,married,secondary,no,-1084,yes,no
C00936,39,North West,others,married,primary,no,23,yes,no
C00937,49,South East,others,married,secondary,no,105,yes,no
C00938,52,London,admin,married,secondary,no,36,yes,no
C00939,27,North West,management,single,tertiary,no,156,yes,yes
C00940,26,North West,services,married,secondary,no,0,yes,no
C00941,40,South East,others,married,secondary,no,71,yes,no
C00943,31,London,services,single,secondary,no,-52,no,no
C00946,33,North West,admin,married,secondary,no,-7,yes,no
C00948,46,South East,entrepreneur,married,,no,1722,yes,no
C00949,31,North West,management,married,secondary,no,2348,no,no
C00950,35,North West,technician,single,secondary,no,2157,yes,no
C00951,29,West Midlands,management,married,secondary,no,171,yes,yes
C00953,33,London,others,married,primary,no,230,yes,no
C00955,43,South East,admin,single,,no,101,yes,no
C00957,28,South East,others,married,secondary,no,262,yes,yes
C00958,57,North West,retired,married,secondary,no,584,yes,no
C00959,38,East of England,services,married,secondary,no,-37,yes,no
C00960,39,East of England,others,married,primary,no,123,yes,no
C00962,57,London,retired,married,tertiary,no,1053,yes,no
C00963,44,North West,management,married,,no,217,yes,no
C00964,48,South East,services,others,secondary,no,991,yes,yes
C00965,46,South East,others,married,primary,no,166,yes,no
C00966,43,West Midlands,admin,married,secondary,no,83,no,no
C00968,29,South East,services,single,secondary,no,817,yes,no
C00969,53,North West,others,married,secondary,no,851,yes,no
C00971,41,West Midlands,management,others,secondary,no,321,yes,no
C00974,58,West Midlands,retired,married,secondary,no,312,yes,no
C00976,38,East of England,admin,single,secondary,no,159,yes,yes
C00978,33,South East,management,single,tertiary,no,63,no,no
C00979,33,South East, ,single,tertiary,no,1995,yes,no
C00982,30,North West,technician,single,secondary,no,119,yes,no
C00984,46,London,admin,others,secondary,no,241,yes,no
C00985,51,Yorkshire and the Humber,others,married,primary,no,1705,yes,no
C00986,40,South East, ,single,secondary,no,407,yes,no
